trial,first_beep,second_beep,period,angle,vmr,blockN,sound,force_type,trialSuccess,sujeto,trialSuccessN,blockTrialSuccessN,blockName,area_error,area_error_abs,d,reproduced_period,temporal_error
0,598.155,1145.31,333,0,0,0,1,0,1,vft_lucasg,1,1,Adaptacion,-0.7793089033860974,0.7793089033860974,6.292483979341409,547.155,214.15499999999997
1,952.831,1352.76,333,0,0,0,1,0,1,vft_lucasg,2,2,Adaptacion,-0.7122745261111303,0.7122748439791058,6.226303845766439,399.929,66.92899999999997
2,659.337,1050.56,333,0,0,0,1,0,1,vft_lucasg,3,3,Adaptacion,-0.7047751856513387,0.7047751856513387,6.182611488853254,391.22299999999996,58.222999999999956
3,823.3789999999999,1237.82,333,0,0,0,1,0,1,vft_lucasg,4,4,Adaptacion,-1.156794491327085,1.156794491327085,6.186334623787991,414.44100000000003,81.44100000000003
4,590.868,969.073,333,0,0,0,1,0,1,vft_lucasg,5,5,Adaptacion,-0.0795400874414545,0.10823651705074507,6.1399031218156095,378.2049999999999,45.20499999999993
5,817.4,1194.59,333,0,0,0,1,0,1,vft_lucasg,6,6,Adaptacion,-0.4148392888387047,0.4148392888387047,6.173081615923851,377.18999999999994,44.18999999999994
6,618.1569999999999,954.075,333,0,0,0,1,0,1,vft_lucasg,7,7,Adaptacion,-1.005763240273465,1.005763240273465,6.1986506754369834,335.9180000000001,2.91800000000012
7,732.1610000000001,1070.38,333,0,0,0,1,0,1,vft_lucasg,8,8,Adaptacion,-0.08031392344016491,0.08175092979446544,6.119066943137152,338.21900000000005,5.219000000000051
8,800.1289999999999,1112.07,333,0,0,0,1,0,1,vft_lucasg,9,9,Adaptacion,-0.26358315950352473,0.26367313709346774,6.145877417030153,311.94100000000003,-21.05899999999997
9,846.875,1220.86,333,0,0,0,1,0,1,vft_lucasg,10,10,Adaptacion,-0.1628619033019728,0.1628619033019728,6.128039563883214,373.9849999999999,40.9849999999999
10,636.145,1020.79,333,0,0,0,1,0,1,vft_lucasg,11,11,Adaptacion,-0.8870298335428185,0.8870298335428185,6.190577018904514,384.645,51.64499999999998
11,675.1669999999999,1019.82,333,0,0,0,1,0,1,vft_lucasg,12,12,Adaptacion,-0.63023970493359,0.6302449342392838,6.157109770826496,344.65300000000013,11.653000000000134
12,606.9169999999999,960.857,333,0,0,0,1,0,1,vft_lucasg,13,13,Adaptacion,-0.5030960149963251,0.5030960149963251,6.198644297983609,353.94000000000005,20.940000000000055
13,674.872,1023.32,333,0,0,0,1,0,1,vft_lucasg,14,14,Adaptacion,-0.21535079552101025,0.21535332025709947,6.129783342319162,348.4480000000001,15.448000000000093
14,707.377,1081.29,333,0,0,0,1,0,1,vft_lucasg,15,15,Adaptacion,0.6116703298292635,0.6116703298292635,6.122819695139102,373.913,40.91300000000001
15,732.9119999999999,1100.37,333,0,0,0,1,0,1,vft_lucasg,16,16,Adaptacion,-0.04879683031706471,0.074654602655646,6.146017916643812,367.45799999999997,34.45799999999997
16,460.399,837.334,333,0,0,0,1,0,1,vft_lucasg,17,17,Adaptacion,0.38249851746710006,0.3833695232228736,6.133427945359143,376.93499999999995,43.934999999999945
17,633.6419999999999,1025.87,333,0,0,0,1,0,1,vft_lucasg,18,18,Adaptacion,-0.06943166260438297,0.07605876651274861,6.116575358580009,392.22799999999995,59.22799999999995
18,605.634,964.322,333,0,0,0,1,0,1,vft_lucasg,19,19,Adaptacion,0.20127483122957995,0.20127483122957995,6.185395116382881,358.688,25.687999999999988
19,729.155,1085.59,333,0,0,0,1,0,1,vft_lucasg,20,20,Adaptacion,-0.07328097603766505,0.09129993480402623,6.170938808174321,356.43499999999995,23.434999999999945
20,386.69,721.883,333,0,0,0,1,0,1,vft_lucasg,21,21,Adaptacion,-0.10256384122325993,0.11294563938693167,6.1366082262854444,335.19300000000004,2.1930000000000405
21,521.993,894.545,333,0,0,0,1,0,1,vft_lucasg,22,22,Adaptacion,-0.10601522086450232,0.1518010296013336,6.113208859943899,372.5519999999999,39.55199999999991
22,453.26,817.4169999999999,333,0,0,0,1,0,1,vft_lucasg,23,23,Adaptacion,0.22315605646807146,0.22327528054558954,6.123609136430018,364.1569999999999,31.156999999999925
23,516.956,868.143,333,0,0,0,1,0,1,vft_lucasg,24,24,Adaptacion,0.43570648774902343,0.43570648774902343,6.130965365499838,351.187,18.187000000000012
24,469.907,842.5930000000001,333,0,0,0,1,0,1,vft_lucasg,25,25,Adaptacion,-0.03552344838138945,0.10035581927943474,6.150166248766437,372.6860000000001,39.68600000000009
25,579.408,913.6289999999999,333,0,0,0,1,0,1,vft_lucasg,26,26,Adaptacion,0.061645317603523,0.10001642181792272,6.1096567349347595,334.2209999999999,1.22099999999989
26,568.197,899.6189999999999,333,0,0,0,1,0,1,vft_lucasg,27,27,Adaptacion,0.46674618112748756,0.46674618112748756,6.1212616875964105,331.4219999999999,-1.5780000000000882
27,680.6460000000001,1064.85,333,0,0,0,1,0,1,vft_lucasg,28,28,Adaptacion,0.08800892733756978,0.16072995111571423,6.158733943642947,384.20399999999984,51.20399999999984
28,993.05,1334.99,333,0,0,0,1,0,1,vft_lucasg,29,29,Adaptacion,0.09996572855874183,0.11324652869491578,6.109480100578404,341.94000000000005,8.940000000000055
29,537.918,868.8660000000001,333,0,0,0,1,0,1,vft_lucasg,30,30,Adaptacion,0.0647771778054621,0.07895192618841439,6.1356589227574005,330.9480000000001,-2.0519999999999072
30,487.668,1264.28,333,60,1,1,1,0,1,vft_lucasg,31,1,VMR,9.817530472516404,9.817531255987035,9.334275641409546,776.612,443.61199999999997
31,602.148,1411.54,333,60,1,1,1,0,1,vft_lucasg,32,2,VMR,18.551342072642754,18.551342072642754,11.109400032930193,809.3919999999999,476.39199999999994
32,582.0840000000001,1233.98,333,60,1,1,1,0,1,vft_lucasg,33,3,VMR,21.785540165567653,21.785540165567653,11.816778406414462,651.896,318.89599999999996
33,722.1210000000001,1344.27,333,60,1,1,1,0,1,vft_lucasg,34,4,VMR,22.232971910537255,22.232971910537255,12.023652199214425,622.1489999999999,289.1489999999999
34,129.696,1939.84,333,60,1,1,1,0,1,vft_lucasg,35,5,VMR,15.190154267490016,11.179400091644862,18.907772564285494,1810.144,1477.144
35,808.1460000000001,1325.06,333,60,1,1,1,0,1,vft_lucasg,36,6,VMR,11.436079298666101,11.436079298666101,8.84854469891981,516.9139999999999,183.91399999999987
